CaseLocation,Expenses,LengthAbandoned
1219 BURNWICK CT,817.47,1194
1219 S 32ND ST,633.75,1143
122 N 45TH ST,594.75,1123
1220 BARDSTOWN RD,125,431
1220 BARRET AVE,62.5,1068
1220 BICKNELL AVE,1062.45,362
1220 VIM DR,513.24,1213
12202 HARDWICK RD,0,745
12202 OWL COVE PL,763.5,823
1221 CYPRESS ST,619.68,1373
1221 S 36TH ST,624,1573
1222 BURNWICK CT,473,64
1222 S 15TH ST,6677.97,1536
1222 S FLOYD ST,93.75,1165
1222 SEELBACH AVE,5402.75,1550
1222 VIM DR,809.44,801
12221 BROOKGREEN DR,1004,1202
12227 BROOKGREEN DR,0,824
1223 DIXIE HWY,940,1363
1223 KREMER AVE,0,345
1223 LILLIAN AVE,0,1438
1224 ARCADE AVE,427,472
1224 CYPRESS ST,966,1320
1224 GOSS AVE,773.5,1538
1224 WELLER AVE,593.5,746
1225 CENTRAL AVE,344.2,79
1225 CYPRESS ST,1939.57,1373
1225 LILLIAN AVE,62.5,1114
1225 PAYNE ST,0,373
1225 S 32ND ST,3807.75,1570
1226 ARCADE AVE,216.5,17
1226 CARRICO AVE,0,1579
1226 LINCOLN AVE,94.75,745
1226 S PRESTON ST,1876.6799999999998,842
1226 SALE AVE,0,374
1227 CYPRESS ST,381.2,1373
1228 CARRICO AVE,236.5,263
1228 COOPER AVE,0,732
1228 PIGEON PASS RD,0,820
1228 S 3RD ST,1766.94,1153
1228 S FLOYD ST,0,1459
1229 LINCOLN AVE,0,1412
1229 ROADWAY AVE,0,-Inf
123 N 26TH ST,62.5,472
123 N 44TH ST,561.25,1123
123 S 38TH ST,1927.22,1468
123 S 39TH ST,0,-Inf
123 S 41ST ST,0,75
1230 CARRICO AVE,0,1284
12306 MISTLETOE RD,1733.54,570
12308 E ORELL RD,433,1160
1231 ALGONQUIN PKY,755.4300000000001,1516
1231 CENTRAL AVE,291,1185
1231 S 22ND ST,2596.4,1488
1231 W OAK ST,56,26
1231 WOLFE AVE,1070.13,1535
1232 ALGONQUIN PKY,2686.89,1524
1232 OLEANDA AVE,0,1493
1232 S 16TH ST,1760.58,1527
1233 CENTRAL AVE,93.75,787
1233 DIXIE HWY,291.5,1527
1233 HULL ST,575.25,1416
1233 MCCAWLEY RD,2719.58,1439
1233 RAMMERS AVE,1127.25,817
1233 W ASHLAND AVE,418.5,704
1234 ALGONQUIN PKY,2646.19,1524
1234 ARCADE AVE,701.29,362
1234 OLEANDA AVE,5807.32,1157
1234 W BROADWAY,94,820
1235 S 16TH ST,1090.25,226
1235 S 22ND ST,2458.75,1475
1236 BICKNELL AVE,4087.75,1487
1236 FISCHER AVE,2832,1565
1236 S 17TH ST,2295.65,1527
1237 DIXIE HWY,1638.22,1179
1237 OLD FERN VALLEY RD,3277,38
1237 S 17TH ST,0,774
1239 CENTRAL AVE,0,1185
1239 HULL ST,0,866
124 HARLAN AVE,125,828
124 N 20TH ST,4175.24,1520
124 N 26TH ST,3141.75,1510
124 N 42ND ST,781.5,1286
124 N 45TH ST,0,1179
124 S 39TH ST,1021,51
1240 BOYLE ST,62.5,1025
1240 S 16TH ST,1661.24,753
1240 S JACKSON ST,1043.5,1088
1242 ARCADE AVE,1437.25,976
1243 EUCLID AVE,1887.13,830
1243 FISCHER AVE,0,459
12431 BROTHERS AVE,688.64,1514
1244 S PRESTON ST,108.25,37
1245 DIXIE HWY,0,1531
1245 MILTON ST,364.75,1152
1246 EUCLID AVE,2510.1,1377
1247 ORMSBY LN,641,1291
1248 EUCLID AVE,317.5,1375
1249 CLEO AVE,0,103
1249 MCCAWLEY RD,0,484
125 ALPHA AVE,1623.25,166
125 BOSTON CT,2572.47,1454
125 E AMHERST AVE,799.5,1271
125 MILLS DR,632.5,976
125 N 26TH ST,31.25,498
125 N 35TH ST,1121.75,1419
125 N 38TH ST,236.5,2
125 N 43RD ST,615.25,1123
125 N JANE ST,0,1180
125 S 40TH ST,344.75,1074
125 S 44TH ST,0,82
1250 S PRESTON ST,140,1268
1251 SPRINGDALE DR,0,1061
12519 LILLY LN,2511.86,822
1252 EUCLID AVE,1419.94,1375
1252 S JACKSON ST,507.5,404
12523 FARMBROOK DR,158.25,1535
1254 EUCLID AVE,0,374
1254 S BROOK ST,1153.21,1579
1256 S PRESTON ST,571.25,376
1256 S SHELBY ST,1007.08,1375
1258 S SHELBY ST,1617.19,1137
126 N 20TH ST,839.75,1426
126 N 28TH ST,1747,744
126 POPE ST,541.25,39
126 QUILL ST,0,235
126 S 44TH ST,510.97,486
1260 S SHELBY ST,2137.63,1515
1261 HELCK AVE,0,809
1261 S BROOK ST,1281.82,1362
12616 BERRYTOWN RD,453,54
1263 FOREST DR,0,367
1263 S 1ST ST 1,101.5,60
1265 CLEO AVE,1435.09,1345
1267 S PRESTON ST,2073.39,1520
127 BOSTON CT,0,1145
127 N 26TH ST,784.25,1013
127 N 39TH ST,0,766
127 N 42ND ST,806.24,463
127 S 40TH ST,3002.81,1094
127 SCOTTSDALE BLVD,0,409
127 STEVENSON AVE,527.5,844
1270 LIPPS LN,62.5,1110
12707 E ORELL RD 1,319.55,1307
12709 E ORELL RD 1,516,544
1271 FARMDALE AVE,852.5,1061
1271 S PRESTON ST,3182.88,1520
12711 E ORELL RD 1,1049.75,1026
1275 S PRESTON ST,9073.2,1523
128 N 20TH ST,706.75,1458
12810 SEATONVILLE RD,0,771
12811 DIXIE HWY,3307.75,236
12818 E ORELL RD,1437.25,78
1282 EVERETT AVE,719.44,1347
12821 DIXIE HWY,1257.25,760
1283 S PRESTON ST,1974.21,1552
129 N 26TH ST,512.38,61
12900 DIXIE HWY,0,60
12904 DIXIE HWY,0,1531
12909 DIXIE HWY,433,1089
12974 E ORELL RD,0,1047
13 WELBY RD,127,1510
130 OTTAWA AVE,547.5,775
130 W GARRETT ST,2475.41,1557
1300 FAIRDALE RD,6760.25,1293
1300 PIGEON PASS RD,235,1213
1300 S 17TH ST,725.44,60
1300 S 23RD ST,1111.67,1566
1300 W BRECKINRIDGE ST,0,1515
1300 W BROADWAY 100,364.75,129
13000 FACTORY LN,911,1313
13001 E ORELL RD,1102.82,642
13009 ASHLAWN DR,344.75,842
1301 DIXIE HWY,5137.91,1557
1301 ELLISON AVE,295.5,1153
13012 ASHLAWN DR,1688.75,415
13018 DIXIE HWY,708.41,1219
1302 S 17TH ST,406,522
1303 CLEO AVE,8381.09,1391
1303 DIXIE HWY,3102.46,1404
1304 LILLIAN AVE,5495.99,1556
1304 WELLER AVE,1732,1447
1305 CECIL AVE,619.94,998
1305 LINCOLN AVE,0,1153
1306 LARCHMONT AVE,512.44,1269
1307 HULL ST,890.72,1500
1307 S 16TH ST,529.75,1555
1308 HEMLOCK ST,2744.44,1446
1308 HIGHLAND AVE,93.75,1073
1308 S 32ND ST,1180.38,1538
1308 S PRESTON ST,1022,173
1309 CENTRAL AVE,499,1494
1309 CLEO AVE,1324.75,1256
1309 HULL ST,0,710
1309 LINCOLN AVE,0,1153
1309 OLIVE ST,2159.37,1164
1309 S 32ND ST,3287.9,1165
1309 SOUTHWESTERN PKY,3128.64,1556
131 HILL BEND PL,0,725
131 N 26TH ST,2619,1279
131 N 38TH ST A,843.75,1571
131 N 38TH ST B,1000.22,1468
131 N 42ND ST,571.25,422
131 OUTER LOOP,1462.82,1166
1310 BALDWIN ST,4675.74,1562
1310 DAHL RD,732.41,1192
1310 HOWARD ST,498,424
1310 S 16TH ST,3569.01,1555
1310 S 26TH ST,5893.7300000000005,1585
1310 S FLOYD ST,3768.23,1410
13101 ASHLAWN DR,635,795
13102 ASHLAWN DR,0,465
1311 DORIS DR,943.5,901
1311 HUNTOON AVE,265.5,207
1311 S 16TH ST,988,1555
1311 WITAWANGA AVE,2921,1285
13113 ASHLAWN DR,0,859
1312 BALDWIN ST,1758.5,1562
1312 LILLIAN AVE,2153.39,1479
1312 OLIVE ST,4074.18,1543
1312 S PRESTON ST,203,33
1313 CECIL AVE,108.25,110
1313 MCHENRY ST,75.11,1264
1313 S 26TH ST,0,1017
1313 S 43RD ST,589.75,1572
1313 TRINITY PARK DR,201.7,58
1314 BALDWIN ST,1094.75,1577
1314 HEMLOCK ST,3613.22,1507
1314 S 26TH ST,321,786
1315 BRIDGET DR,0,1382
1315 DORIS DR,0,1466
1315 E BRECKINRIDGE ST,0,1202
1316 BALDWIN ST,3409.19,1562
1316 HUNTOON AVE,324.75,1201
1316 S 26TH ST,0,1165
1316 W HILL ST,344.75,340
1317 EARL AVE,4920.25,1537
1317 OAKWOOD AVE,0,1115
1317 OLIVE ST,3708.25,1571
1317 WINTER AVE,0,208
1318 CYPRESS ST,1293,964
1318 S 17TH ST,605.61,1341
1318 S 26TH ST,2122.05,1467
1319 CYPRESS ST,201.9,740
1319 HASKIN AVE,0,1088
1319 HUNTOON AVE,108.25,1398
1319 SCHOLAR ST,0,779
132 HARLAN AVE,2267.17,1522
132 N 40TH ST,4018.4,1454
132 N SHAWNEE TER,178.98,122
1320 HELCK AVE,4176.21,1535
1320 N BECKLEY STATION RD,156.25,1053
1320 S 26TH ST,3733.62,1535
13203 FORGE CIR,485,1213
1321 E WASHINGTON ST,0,975
13211 HINCHBROOK BLVD,3624.91,1087
13215 FORGE CIR,0,794
13215 OBANNON STATION WAY,564,1213
1322 BLUEGRASS AVE,0,263
1322 HASKIN AVE,0,214
1322 OAKWOOD AVE,563,1201
1322 S 32ND ST,4514.33,1209
1322 S PRESTON ST 1,5747.41,541
1323 CYPRESS ST,5625.88,1562
1323 LONGFIELD AVE,2217,298
1324 LILLIAN AVE,145,1489
1324 LOUIS COLEMAN JR DR,0,1459
1324 OLIVE ST,0,1492
1324 S 17TH ST,0,828
1324 S 26TH ST,62.5,1165
1324 S PRESTON ST,195.08,26
1324 TENNESSEE AVE,2907.92,1556
1325 E MAIN ST,0,-Inf
1325 LONGFIELD AVE,574.52,409
1325 S 28TH ST,3432.17,1527
1325 STRADER AVE,429.63,1549
1326 ARCADE AVE,764,1572
1326 EARL AVE,0,1129
1326 WELLER AVE,125,1048
1327 CHRISTY AVE,125,746
1327 LONGFIELD AVE,601.75,131
1327 S 26TH ST,971.5,1488
1327 SCHOLAR ST,746.54,558
1327 TEMPLE ST,2689.11,1480
1328 S 28TH ST,351.5,1475
1328 W CHESTNUT ST,0,-Inf
1329 LILLIAN AVE,0,1136
1329 LONGFIELD AVE,6490.59,1306
1329 S 22ND ST,608.5,1535
1329 S 26TH ST,2786.7,1313
1329 S 28TH ST,62.5,634
1329 S 43RD ST,0,1152
1329 SALE AVE,544.72,324
133 BOSTON CT,0,-Inf
133 N 26TH ST,151.32,64
133 N 39TH ST,702.59,740
1330 BLUEGRASS AVE,579.79,1513
1330 S 22ND ST,31.25,417
1330 S SHELBY ST,304.5,816
13300 HORNCASTLE WAY,304.5,435
13302 GIRVAN AVE,198.86,33
13303 MEADOWLAWN DR,2846.5,1522
13304 GIRVAN AVE,935.0799999999999,1194
13305 FORGE CIR,2417.5,1494
1331 CLEO AVE,572.5,801
1331 CYPRESS ST,0,-Inf
1331 S 22ND ST,1493.5,1487
1331 S PRESTON ST,1774.95,779
1331 VILLA PARK DR,507.5,858
13311 MEADOWLAWN DR,757.75,859
13317 KRAGES AVE,1198.45,501
13319 HORNCASTLE WAY,1190.5,856
1332 CLARA AVE,98,1488
1332 OLIVE ST,743,187
1332 S 22ND ST,2888.61,1535
1332 S FLOYD ST,1171.8600000000001,1514
1333 S 22ND ST,1516.25,1475
1333 THORNBERRY AVE,2351.13,753
1333 WALTER AVE,1217.25,373
1334 CYPRESS ST,8059.7,1573
1334 S 20TH ST,1734.1599999999999,1123
1334 S 22ND ST,1997.32,1535
1335 OLIVE ST,2652.56,1571
1336 CYPRESS ST,2097.48,1083
1336 S 26TH ST,2591.13,885
1337 CYPRESS ST,802.33,1073
1337 GILMORE LN,93.75,1054
1337 S 26TH ST,1412.21,823
1337 S 4TH ST 1,0,431
1338 DIXIE HWY,1426.75,766
1338 FOREST DR,1418.75,1474
1338 HEMLOCK ST,1019.25,1446
1338 OLIVE ST,654,1447
1338 S 20TH ST,3372.3599999999997,1562
1338 SALE AVE,127,1458
1339 S 32ND ST,750.47,1391
1339 S BROOK ST,0,1152
1339 S FLOYD ST,364.21,1524
1339 S PRESTON ST,0,1199
134 MILLS DR,4309.54,1439
134 N 43RD ST,1747.2,1454
1340 BLUEGRASS AVE A,0,45
1340 BLUEGRASS AVE B,70.08,683
1340 DIXIE HWY,1045,1419
1340 OLIVE ST 101,459,1492
13400 DIXIE HWY,537.5,794
13400 SNOWDEN WAY,477,963
13401 BLAKELY LN,1982.48,920
13403 BLAKELY LN,0,835
13404 BLAKELY LN,0,1026
13406 BLAKELY LN,4943.53,963
1341 CLEO AVE,344.5,79
1341 OLIVE ST,0,1242
1341 PHYLLIS AVE,406.61,865
1341 S 26TH ST,2609.4,1466
13413 CAIN LN,0,1076
13414 HINCHBROOK BLVD,0,24
13415 DIANE RD,108.25,396
13419 DIANE RD,0,479
1342 OLIVE ST,4402.22,1492
1342 S PRESTON ST,0,1082
13420 HOPEDALE WAY,405.05000000000007,1510
13424 HOPEDALE WAY,0,857
1343 CLEO AVE,0,100
1343 OLIVE ST,0,325
1343 S 26TH ST,1546.19,1221
1343 S SHELBY ST,84,124
1344 S 26TH ST,1863.19,1221
1345 S 20TH ST,0,1027
1345 S 26TH ST,1426.5,1466
1345 S FLOYD ST,664.98,1524
1346 S 2ND ST,2464.53,1562
1347 GILMORE LN,0,1571
1347 OLIVE ST,0,313
1347 S 26TH ST,62.5,228
1348 DIXIE HWY,1738,1066
1348 S 26TH ST,3575.36,1585
1348 SALE AVE,4237.25,1489
1349 S 26TH ST,0,1467
135 NORTHWESTERN PKY,0,-Inf
1350 DIXIE HWY,0,484
1350 S 26TH ST,1280.9299999999998,1221
13503 BOHANNON AVE,887.75,171
13506 TENNIS BLVD,374.2,493
13508 GREYSTONE AVE,356.75,1208
13510 DIANE RD,2736.99,842
13512 BLAKELY LN,3637,1517
13516 BLAKELY LN,324.75,795
13519 DIXIE HWY,1580.25,1439
13519 LAVERTON AVE,0,1160
1352 BERRY BLVD,0,149
1352 S 1ST ST 1,464,1538
1353 S BROOK ST 2,0,705
1353 VIM DR,3062.09,1404
1354 S 26TH ST,1365.6000000000001,612
1354 S FLOYD ST,596.68,1318
1355 S 26TH ST,1833.03,788
1356 S 26TH ST,3980.9,1221
1357 CYPRESS ST,0,823
1358 S 26TH ST,4565.4,1466
1358 S 7TH ST,0,1515
1359 OLIVE ST,0,107
1359 S 28TH ST,110.25,348
136 SENECA TRL,354.75,625
136 TAIT PL,861.25,696
1360 LILLIAN AVE,1365.32,684
13608 BLAKELY LN,108.25,795
1361 S BROOK ST 1,134.79,1474
13614 SCOTTS GAP RD,2874.58,976
13617 KINROSS BLVD,1093.25,579
1362 DIXIE HWY,0,297
1366 OLIVE ST 1,0,1114
1369 CYPRESS ST,5264.45,1410
137 OUTER LOOP,0,1167
13703 BOHANNON AVE,2050,1515
13707 BOHANNON AVE,1653.83,423
1371 OUERBACKER CT,95.75,1571
1372 CYPRESS ST,1634.69,1417
1372 OLIVE ST,0,1467
1375 DIXIE HWY,1071.5,929
1378 DIXIE HWY,324.75,1181
1379 DIXIE HWY,2815.15,1571
1379 S BROOK ST 1,344.75,779
1384 DIXIE HWY,692.5,1578
1386 DIXIE HWY,3198.86,1578
1388 DIXIE HWY,3476.25,1578
1388 S 6TH ST,0,1039
13903 PETWOOD BLVD,0,463
13908 BEESTON BLVD,203,138
13910 BEESTON BLVD,203,138
13913 DARWIN BLVD,324.75,376
13917 DARWIN BLVD,313.78999999999996,1285
1392 S 2ND ST 101,0,831
1393 TYLER PARK DR,0,39
14 WELBY RD,156.25,1221
1400 GARVEY DR,1845.75,1488
1400 SALE AVE,749.27,306
1400 SHINGO AVE,1420.75,1536
1401 HOMEVIEW DR,0,431
14010 DARWIN BLVD,3853.32,857
14010 PETWOOD BLVD,317.25,50
14011 BEESTON BLVD,156.25,762
14016 DARWIN BLVD,1447.36,376
1402 MILL RACE RD,0,1507
1403 BROWNS LN,433.55,222
1403 W BROADWAY,307.03999999999996,1157
1404 SALE AVE,0,86
1404 SOUTHGATE AVE,1983.58,1129
1404 WEYLER AVE,0,1376
1404 WOODY AVE,3014.4,1453
1405 HEMLOCK ST,4292.39,1552
1405 S 28TH ST,2815.25,1447
1405 W BROADWAY,109.94,1538
1406 CATALPA ST,718.08,1474
1406 HEPBURN AVE,1763,1083
1407 HEMLOCK ST,1310.47,444
1408 ARLING AVE,1283.72,40
1408 CUNNINGHAM CT,0,1109
1408 DELMAR LN,125,842
1408 EARL AVE,0,-Inf
1408 FOREST DR,0,1181
1408 QUINCY ST,0,1382
1408 WOODY AVE,203,733
1410 BEECH ST,262.65,1157
1410 SOUTHGATE AVE,6026.22,1514
14100 HENDERSON AVE,328.75,752
14102 HENDERSON AVE,328.75,752
14104 HENDERSON AVE,328.75,752
1411 HEMLOCK ST,0,1492
1411 S 32ND ST,999.5,1572
1411 SHINGO AVE,3166.06,1398
1412 OLD HARRODS CREEK RD,0,1152
1413 HASKIN AVE,0,1153
1413 HAZEL ST,0,1494
1413 PHYLLIS AVE,0,124
1413 STONEWALL WAY,202.65,1039
1413 W OAK ST,0,1517
1414 EARL AVE,62.5,1074
1414 HIGHLAND AVE 1,0,-Inf
1414 S 28TH ST,837.47,277
1414 S 9TH ST,1913.37,1538
1414 WOODY AVE,867,1146
1415 ARLING AVE,0,1559
1415 BERRY BLVD,3883.12,1531
1415 CHRISTY AVE,1398.16,1229
1415 LILLIAN AVE,62.5,767
1415 S 8TH ST,3178.05,1467
1415 S 9TH ST,660,1475
1416 BERRY BLVD,0,990
1416 CENTRAL AVE,0,466
1416 CLARA AVE,0,1566
1416 CYPRESS ST,908.01,838
1416 HEMLOCK ST,717.35,1552
1416 S 8TH ST,834.9,114
1416 S 9TH ST,2294.4700000000003,1538
1417 HEPBURN AVE,218.75,767
1417 S 10TH ST,1790.05,528
1417 S 8TH ST,582.25,353
1418 CYPRESS ST,601.5,1269
1418 OLIVE ST,2506.21,1467
1418 S 28TH ST,453,444
1419 BERRY BLVD,4879.47,1230
1419 HEMLOCK ST,2571.39,1552
1419 LYNNHURST AVE,624.63,36
1419 S 28TH ST,240.9,1454
1419 S SHELBY ST,407,1262
142 POPE ST,889.25,1041
1420 BERRY BLVD,2937.5,1440
1420 CATALPA ST,4157.29,1083
1420 CENTRAL AVE,0,1437
1420 DIXIE HWY,1101.33,1538
1420 HUGH AVE,0,1229
1421 CATALPA ST,3058.68,824
1421 HASKIN AVE,0,1423
1421 HEMLOCK ST,567,394
1421 S 28TH ST,344.75,277
1421 S 32ND ST,97.54,369
1421 WEYLER AVE,344.75,1444
1423 HASKIN AVE,1552,1398
1423 HAZEL ST,3009.33,1488
1423 LONGFIELD AVE,98,1311
1423 S 9TH ST,0,796
1424 BERRY BLVD,220.64,774
1424 S 28TH ST,547.73,444
1424 S 8TH ST,31.25,257
1425 BEECH ST,108.25,277
1425 HAZEL ST,0,12
1425 RUFER AVE,304.5,334
1426 CLARA AVE,63.5,774
1426 S 28TH ST,347.2,1430
1426 S FLOYD ST,0,-Inf
1427 CATALPA ST,0,1152
1427 LONGFIELD AVE,724.15,599
1427 S 28TH ST,5348.8,1543
1427 S FLOYD ST,93.75,751
1427 TEXAS AVE,829.5,1439
1428 BEECH ST 1,0,1503
1428 BERRY BLVD,66.5,1346
1428 DIXIE HWY,3135.76,1530
1428 HEMLOCK ST,304.5,102
1428 S 32ND ST,1172,485
1428 S 9TH ST,4155.8,1558
1429 BEECH ST,5562.51,1570
1429 S 6TH ST,410,1522
1429 S SHELBY ST,0,411
143 FRANCIS AVE,644,737
1430 HEMLOCK ST,5407.09,1468
1430 S 1ST ST,406,670
1430 SALE AVE,2619.25,1564
1431 BERRY BLVD,2065.04,1531
1431 HEMLOCK ST,499.25,1381
1432 FOREST DR,3614.4,1208
1432 S CLAY ST,68.04,1530
1433 BEECH ST 101,1533,843
1433 CATALPA ST,1592.08,464
1433 HAZEL ST,4168.94,1138
1433 SHINGO AVE,189,1507
1435 HEMLOCK ST,0,698
1435 LONGFIELD AVE,3528.73,1474
1435 S 9TH ST,2245.5,382
1436 HAZEL ST,2827.64,1492
1436 HOBART DR,1491.25,1200
1436 S 7TH ST,0,788
1437 CHRISTY AVE,0,1115
1437 HASKIN AVE,216.5,114
1437 HEMLOCK ST,1520.7,277
1438 HAZEL ST,0,1220
1438 S 6TH ST,530.5,1335
1438 S PRESTON ST,0,603
1440 CATALPA ST,3822.94,1390
1440 HEMLOCK ST,937.65,507
1440 S 2ND ST,1082.01,1563
1440 S 32ND ST,734.5,1122
1440 S 6TH ST,62.5,401
1440 S 7TH ST,0,788
14411 ESTATE RIDGE BLVD,0,1151
1442 BEECH ST,5674.66,1521
1442 CATALPA ST,2432.94,1153
1442 S 7TH ST,0,444
1443 S 11TH ST,0,1034
1444 HEMLOCK ST,2169.65,1502
1444 S 8TH ST,0,802
1445 HEMLOCK ST,734.68,892
1445 S BROOK ST,344.75,999
1446 S 11TH ST,3169.74,1530
1446 S 8TH ST,1012,992
1447 S 11TH ST,5324.72,1488
1447 S CLAY ST,4254.94,1292
1448 S 9TH ST,1756.1399999999999,1464
1449 DIXIE HWY,2476.44,1067
1449 HAZEL ST,1933.5,1138
1449 HOBART DR,203,682
1449 MELLWOOD AVE,720.5,1419
1449 S 11TH ST,920.7,1488
1449 S 23RD ST,444.6,985
1450 BEECH ST,1936.55,1552
1450 CATALPA ST,0,1242
1450 S 11TH ST,0,33
1450 S 8TH ST,889.09,1572
1450 S 9TH ST,2098.72,1212
1451 S 23RD ST,2082.22,1565
1452 ARLING AVE,0,1058
1452 HEMLOCK ST,1957.45,1468
1452 S 9TH ST,2436.88,1472
1453 DIXIE HWY,2051.71,1067
1453 OLIVE ST,272.64,831
1453 S 23RD ST,4368.1900000000005,1453
1454 S 9TH ST,2415.51,1293
1455 DIXIE HWY,427,975
1455 HEMLOCK ST,394.5,171
1456 HEMLOCK ST,1899.5,417
1456 S 12TH ST,4927.1,1531
1457 S 9TH ST,339.5,1488
1458 S 11TH ST,4084.74,1068
1458 S 7TH ST,62.5,836
1458 S 9TH ST,1313.28,1212
1460 DIXIE HWY,464,352
1460 HAZEL ST,433,702
1461 HAZEL ST,0,1467
1462 DIXIE HWY,141,491
1462 S 9TH ST,0,359
1463 FOREST DR,0,485
1464 HAZEL ST,340.5,1082
1464 S 9TH ST,5918.09,1558
1466 S 9TH ST,3645.07,1507
1468 S 7TH ST,62.5,376
1471 TEXAS AVE,886,766
14711 OLD HENRY RD,125,1012
1477 S 1ST ST,957.47,1459
14805 OLD HENRY RD,1516.25,1544
14808 HUNTRIDGE CIR,0,655
1483 OAKWOOD AVE,3193.66,1493
1484 DIXIE HWY,0,1552
1486 DIXIE HWY,900.25,484
1486 OLIVE ST,463,124
1488 S SHELBY ST,0,380
14912 GALSTON BLVD,453.76,1514
15 MOCKINGBIRD VALLEY TRL,0,436
1500 BANK ST,171.4,613
1500 CLARA AVE,0,60
1500 S 28TH ST,2770.5,834
1500 SALE AVE,4573.86,1572
1501 BERRY BLVD,569.36,397
1501 CLOVER TRACE PL,0,1522
1501 HEMLOCK ST,3303.99,1488
1501 RUFER AVE,304.5,767
1502 CLARA AVE,816.11,1538
1502 WEAVER CT,537.5,1069
15024 BIRCHAM RD,0,1094
1503 ARCADE AVE 1,62.5,390
1503 BERRY BLVD,216.5,396
1503 BICKNELL AVE,2419.48,1269
1503 BLUEGRASS AVE,0,1405
1504 CATALPA ST,108.25,380
1504 MELODY LN,0,1557
1504 W JEFFERSON ST,672.75,1184
1505 HEMLOCK ST,446,1381
1505 SYLVAN CT,93.75,828
1505 THACKERAY DR,0,492
1505 W MARKET ST,1128.6100000000001,1073
1506 ANNA LN,555.11,1558
1506 WURTELE AVE,0,1209
1507 BLUEGRASS AVE,2967.41,100
1507 CATALPA ST,3949.37,1562
1507 HEMLOCK ST,1521.5,23
1507 NANTUCKET CT,108.25,346
1507 S 35TH ST,242.64,828
1508 BICKNELL AVE,3063.52,1376
1508 S 28TH ST,2319.96,1262
1508 W MARKET ST 1,0,1534
1509 ANDERSON ST,3950.19,1538
1509 CATALPA ST,470,1243
1509 CONGRESS ST,463,723
1509 E BRECKINRIDGE ST,281.5,800
1509 HASKIN AVE,224,150
1509 HEMLOCK ST,3880.74,1507
1509 MAPLE ST,785,1520
1509 OLD HARRODS CREEK RD,489,1111
1509 SALE AVE,498,590
1509 TURQUOISE DR,101.5,142
1509 W MARKET ST,7757.4,1222
151 MOHAWK AVE,0,1131
151 N JANE ST,131.54,1110
1510 BICKNELL AVE,1954.42,1376
1510 S 28TH ST,216.5,313
1511 ANDERSON ST,3328.05,1538
1511 BEECH ST,2090.55,1446
1511 BERRY BLVD,0,396
1511 CATALPA ST,1333.87,991
1511 CENTRAL AVE,547.79,829
1511 HEMLOCK ST,2511.24,1507
1511 MAPLE ST,1832.5,1520
1511 PAWTUXET CT,216.5,418
1512 ANDERSON ST,4029.65,1522
1512 COWLING AVE,1046.25,95
1512 GALLAGHER ST,5031.97,1558
1512 INDIANA AVE,0,397
1512 S 7TH ST,475.5,242
1512 W MARKET ST,7317.64,1509
1512 WURTELE AVE,343.5,1104
1513 ANDERSON ST,1160,1184
1513 BEECH ST,3120.7,1543
1513 BERRY BLVD,704.22,395
1513 DUMESNIL ST,1924.75,866
1513 LONGFIELD AVE,497.62,1493
1513 MAPLE ST,1301.75,1520
1513 MELODY LN,62.5,773
1513 W MARKET ST,5497.01,1222
1513 W OAK ST,5161.42,1537
1514 CATALPA ST,2450.46,1562
1514 CLARA AVE,1309.5,1257
1514 HEMLOCK ST,5965.04,1488
1514 OLIVE ST,4195.56,1552
1514 W OAK ST,1410.25,1020
1515 ARLING AVE,626.25,297
1515 CATALPA ST,93.75,758
1515 SOUTHGATE AVE,669.4,891
1515 W MARKET ST,3815.91,1242
1515 W OAK ST,564.7,1559
1516 ANDERSON ST,530,1431
1516 BEECH ST,3073.16,1573
1516 BICKNELL AVE,64.5,1460
1516 HEMLOCK ST,2954.4700000000003,1507
1516 S 31ST ST,987.75,123
1516 SHARON DR,839.25,485
1517 BEECH ST,2122.96,1507
1517 BLUEGRASS AVE,1301.5,213
1517 GALLAGHER ST,3490.91,1552
1517 GLENROCK RD,236.5,1558
1517 HEMLOCK ST,1825.49,1514
1517 HOMEVIEW DR,97,1489
1517 HUNTOON AVE,0,1559
1517 SHINGO AVE,0,1080
1517 W MARKET ST,829.25,542
1518 ARLING AVE,1133.04,990
1518 BEECH ST,1888.15,900
1518 GALLAGHER ST,3809.46,1557
1518 HALE AVE,3369.5,1569
1518 HEMLOCK ST,2832.69,1507
1518 S 28TH ST,62.5,142
1519 GALLAGHER ST,716.25,1493
1519 HALE AVE,2537.25,1569
1519 W MARKET ST,2972.72,1222
1520 ANNA LN,618.5,1207
1520 DUMESNIL ST,4473.86,1488
1520 HALE AVE,62.5,201
1520 HEMLOCK ST,304.5,921
1520 LINCOLN AVE,2046.45,1208
1520 RANGELAND RD,1292.6599999999999,1557
1520 S 9TH ST,436,290
1520 SALE AVE,0,-Inf
1520 W ORMSBY AVE,0,1180
1520 W ST CATHERINE ST,469.75,162
15205 SHELBYVILLE RD,573.68,103
15206 SHELBYVILLE RD,591.9,521
1521 ALETHA DR,429,1510
1521 CLARA AVE,610.15,796
1521 GALLAGHER ST,983.75,1489
1521 HALE AVE,2985.75,1569
1521 SALE AVE,473.75,144
1522 CENTRAL AVE,1038.51,705
1522 S 31ST ST,2457.25,1570
1522 W ORMSBY AVE,1655.3899999999999,1362
1522 W ST CATHERINE ST,989.75,1570
